Date,categoryname,units_sold
11-26-1988,Chocolates,32
11-27-1988,Mouthwash,31
11-28-1988,Trail & Cocktail Mixes,77
11-29-1988,Leaf & Dust Tea,22
11-30-1988,Cut & Peeled Veggies,31
12-01-1988,Soothers & Teethers,54
12-02-1988,Organic Vegetables,60
12-03-1988,Rusks,22
12-04-1988,Cookies,23
12-05-1988,Pastas & Spaghetti,76
12-06-1988,Bath & Shower,36
12-07-1988,Namkeen & Savoury Snacks,38
12-08-1988,"Aluminium Foil, Clingwrap",40
12-09-1988,"Cups, Mugs & Tumblers",31
12-10-1988,Body Scrubs & Exfoliants,36
12-11-1988,Quinoa & Grains,12
12-12-1988,Air Freshener,43
12-13-1988,"Jams, Marmalade, Spreads",49
12-14-1988,Battery & Electrical,18
12-15-1988,Blended Masalas,46
12-16-1988,Aromatherapy,45
12-17-1988,"Cookies, Biscotti, Wafer",54
12-18-1988,Trail & Cocktail Mixes,62
12-19-1988,Water & Fridge Bottles,30
12-20-1988,Face Care,64
12-21-1988,Face Care,52
12-22-1988,Kitchen Tools & Other Accessories,67
12-23-1988,Honey & Maple Syrup,17
12-24-1988,Vermicelli,8
12-25-1988,Pet Meals & Treats,21
12-26-1988,Car Freshener,5
12-27-1988,Sanitary Napkins,43
12-28-1988,Face Masks & Safety Gears,26
12-29-1988,Men's Deodorants,125
12-30-1988,Containers Sets,10
01-01-1989,Containers Sets,18
01-02-1989,"Cups, Mugs & Tumblers",17
01-03-1989,Mukhwas,7
01-04-1989,Toilet & Other Brushes,10
01-05-1989,Roasted Seeds & Nuts,25
01-06-1989,Water & Fridge Bottles,22
01-07-1989,Nachos & Chips,37
01-08-1989,Ayurveda,71
01-09-1989,Sippers & Bottles,10
01-10-1989,"Agarbatti, Incense Sticks",27
01-11-1989,Marinated Meat,36
01-12-1989,Toilet Cleaners,11
1-13-1989,Gardening Tools,23
1-14-1989,"Herbs, Seasonings & Rubs",36
1-15-1989,Glassware,22
1-16-1989,Exotic & Flavoured Tea,32
1-17-1989,Candles & Match Box,15
1-18-1989,Lunch Boxes,16
1-19-1989,Breakfast & Snack Mixes,11
1-20-1989,Glassware,17
1-21-1989,Chocolates,74
1-22-1989,"Beans, Brinjals & Okra",93
1-23-1989,Thai & Asian Sauces,51
1-24-1989,"Aluminium Foil, Clingwrap",13
1-25-1989,Men's Deodorants,16
1-26-1989,"Kiwi, Melon, Citrus Fruit",28
1-27-1989,"Utensil Scrub-Pad, Glove",30
1-28-1989,Basmati Rice,24
1-29-1989,Kids (5+Yrs),45
1-30-1989,Shaving Care,75
1-31-1989,Powdered Spices,21
02-01-1989,"Laundry, Storage Baskets",36
02-02-1989,"Cups, Mugs & Tumblers",10
02-03-1989,Dry Fruits & Berries,25
02-04-1989,Face & Body,41
02-05-1989,Powdered Spices,25
02-06-1989,"Kitchen, Glass & Drain",15
02-07-1989,Supplements & Proteins,18
02-08-1989,Bathing Bars & Soaps,73
02-09-1989,Premium Cookies,37
02-10-1989,Powdered Spices,55
02-11-1989,Talcum Powder,12
02-12-1989,Crackers & Digestive,4
2-13-1989,Dustbins,10
2-14-1989,Balsamic & Cider Vinegar,40
2-15-1989,"Sooji, Maida & Besan",25
2-16-1989,"Pure, Pomace Olive Oil",32
2-17-1989,"Marie, Health, Digestive",3
2-18-1989,"Herbs, Seasonings & Rubs",31
2-19-1989,Hand Wash & Sanitizers,9
2-20-1989,Ayurveda,73
2-21-1989,Knives & Peelers,94
2-22-1989,Lip Care,46
2-23-1989,"Poha, Sabudana & Murmura",19
2-24-1989,Cereal & Granola Bars,17
2-25-1989,Eye Care,12
2-26-1989,Shower Gel & Body Wash,13
2-27-1989,International Cheese,27
2-28-1989,Mints & Chewing Gum,51
03-01-1989,"Olive, Jalapeno, Gherkin",20
03-02-1989,"Mops, Wipers",39
03-03-1989,Face Care,23
03-04-1989,Basmati Rice,51
03-05-1989,Juices,37
03-06-1989,Men's Deodorants,25
03-07-1989,"Cooking Chocolate, Cocoa",111
03-08-1989,Eau De Parfum,112
03-09-1989,Body Care,12
03-10-1989,"Herbs, Seasonings & Rubs",28
03-11-1989,"Herbs, Seasonings & Rubs",62
03-12-1989,Aromatherapy,12
3-13-1989,Namkeen & Savoury Snacks,7
3-14-1989,Glassware,26
3-15-1989,Face Care,74
3-16-1989,Health Drinks,47
3-17-1989,Hair Oil & Serum,51
3-18-1989,Ayurveda,43
3-19-1989,Ice Creams,33
3-20-1989,Lip Care,47
3-21-1989,Salts,49
3-22-1989,Containers Sets,33
3-23-1989,"Laundry, Storage Baskets",13
3-24-1989,Frozen Vegetables,18
3-25-1989,Aromatherapy,17
3-26-1989,Containers Sets,104
3-27-1989,Lunch Boxes,103
3-28-1989,Cream Biscuits & Wafers,17
3-29-1989,"Unsweetened, Cold Press",77
3-30-1989,Blended Masalas,66
3-31-1989,"Baking, Cake Decorations",103
04-01-1989,"Cutlery, Spoon & Fork",107
04-02-1989,Home Baking,53
04-03-1989,Bathing Accessories,63
04-04-1989,"Pots, Planters & Trays",72
04-05-1989,Mangoes,72
04-06-1989,International Chocolates,46
04-07-1989,Shaving Care,11
04-08-1989,Heat & Eat Ready Meals,108
04-09-1989,Lunch Boxes,106
04-10-1989,Pet Cleaning & Grooming,45
04-11-1989,"Herbs, Seasonings & Rubs",18
04-12-1989,Shampoo & Conditioner,36
4-13-1989,Organic Dals & Pulses,38
4-14-1989,"Marshmallow, Candy, Jelly",50
4-15-1989,Other Dry Fruits,7
4-16-1989,Glassware,41
4-17-1989,Tools & Accessories,52
4-18-1989,"Healthy, Baked Snacks",40
4-19-1989,"Aluminium Foil, Clingwrap",35
4-20-1989,Coffee & Pre-Mix,38
4-21-1989,Dust Cloth & Wipes,12
4-22-1989,Ayurveda,143
4-23-1989,Women's Deodorants,160
4-24-1989,Hair Removal,46
4-25-1989,Bakeware Accessories,45
4-26-1989,Steel Storage Containers,68
4-27-1989,Floor & Other Cleaners,29
4-28-1989,Tawa & Sauce Pan,58
4-29-1989,Women's Deodorants,26
4-30-1989,Roasted Seeds & Nuts,33
05-01-1989,Aromatherapy,13
05-02-1989,Supplements & Proteins,92
05-03-1989,"Marshmallow, Candy, Jelly",39
05-04-1989,Breakfast & Snack Mixes,10
05-05-1989,Pressure Cookers,47
05-06-1989,Pet Meals & Treats,88
05-07-1989,Women's Deodorants,36
05-08-1989,Organic Masalas & Spices,28
05-09-1989,Supplements & Proteins,44
05-10-1989,Exotic Vegetables,77
05-11-1989,Imported Oats & Porridge,18
05-12-1989,Chocolates,15
5-13-1989,Chips & Corn Snacks,24
5-14-1989,"Hummus, Cheese, Salsa Dip",42
5-15-1989,Diapers,31
5-16-1989,Whole Spices,48
5-17-1989,"Hummus, Cheese, Salsa Dip",35
5-18-1989,"Marie, Health, Digestive",10
5-19-1989,Blended Masalas,38
5-20-1989,Face Care,18
5-21-1989,Organic Dals & Pulses,11
5-22-1989,"Utensil Scrub-Pad, Glove",33
5-23-1989,Buckets & Mugs,22
5-24-1989,Containers Sets,80
5-25-1989,Face Care,92
5-26-1989,Face & Body,27
5-27-1989,Bath Salts & Oils,26
5-28-1989,Basmati Rice,64
5-29-1989,Steel Storage Containers,31
5-30-1989,Chips & Corn Snacks,17
5-31-1989,Coffee & Pre-Mix,39
06-01-1989,Face Care,27
06-02-1989,Bathing Bars & Soaps,16
06-03-1989,"Toffee, Candy & Lollypop",53
06-04-1989,Hair Removal,83
06-05-1989,Men's Deodorants,10
06-06-1989,Dips & Dressings,28
06-07-1989,Meats & Sausages,28
06-08-1989,Other Pooja Needs,97
06-09-1989,Exotic Vegetables,41
06-10-1989,Gourmet Tea & Tea Bags,38
06-11-1989,"Baking, Cake Decorations",43
06-12-1989,Bath & Shower,43
6-13-1989,Organic Millet & Flours,47
6-14-1989,Pet Meals & Treats,9
6-15-1989,Organic Vegetables,4
6-16-1989,Aromatherapy,170
6-17-1989,Aromatherapy,175
6-18-1989,"Flavoured, Soya Milk",41
6-19-1989,"Detergent Powder, Liquid",74
6-20-1989,Shampoo & Conditioner,55
6-21-1989,Shampoo & Conditioner,106
6-22-1989,Gourmet Juices & Drinks,47
6-23-1989,Basmati Rice,45
6-24-1989,Baby Creams & Lotions,131
6-25-1989,Face & Body,63
6-26-1989,"Strainer, Ladle, Spatula",71
6-27-1989,Body Care,86
6-28-1989,Syrups & Concentrates,72
6-29-1989,Maternity Health Supplements,31
6-30-1989,Sanitary Napkins,8
07-01-1989,Frozen Fish & Seafood,34
07-02-1989,Salad Dressings,41
07-03-1989,Other Dry Fruits,12
07-04-1989,Face Care,24
07-05-1989,Blended Masalas,264
07-06-1989,Baby Oil & Shampoo,271
07-07-1989,Hair Care & Styling,70
07-08-1989,Steel Storage Containers,11
07-09-1989,International Chocolates,78
07-10-1989,Coffee & Pre-Mix,83
07-11-1989,Lunch Boxes,189
07-12-1989,Bakeware Accessories,93
7-13-1989,Body Scrubs & Exfoliants,52
7-14-1989,"Jams, Marmalade, Spreads",77
7-15-1989,Face Care,26
7-16-1989,Chilli & Soya Sauce,10
7-17-1989,Moustache & Beard Care,94
7-18-1989,Organic Masalas & Spices,39
7-19-1989,Face Masks & Safety Gears,25
7-20-1989,Eau De Parfum,6
7-21-1989,Mustard & Cheese Sauces,23
7-22-1989,Bread Sticks & Lavash,28
7-23-1989,Copper Utensils,20
7-24-1989,Dinner Sets,29
7-25-1989,Talc,29
7-26-1989,Frozen Veg Snacks,7
7-27-1989,Tawa & Sauce Pan,25
7-28-1989,Brooms & Dust Pans,17
7-29-1989,Cereals & Millets,31
7-30-1989,Balsamic & Cider Vinegar,17
7-31-1989,Dinner Sets,56
08-01-1989,Muesli,10
08-02-1989,Face Care,22
08-03-1989,Fresh Sweets,7
08-04-1989,Blended Masalas,41
08-05-1989,Namkeen & Savoury Snacks,30
08-06-1989,"Healthy, Baked Snacks",12
08-07-1989,"Papads, Ready To Fry",47
08-08-1989,Body Care,97
08-09-1989,Hair Removal,14
08-10-1989,Gourmet Tea & Tea Bags,17
08-11-1989,Bathing Bars & Soaps,23
08-12-1989,Leaf & Dust Tea,21
8-13-1989,Blended Masalas,10
8-14-1989,Gourmet Flakes,7
8-15-1989,"Scissor, Glue & Tape",28
8-16-1989,Face Care,32
8-17-1989,Face Care,27
8-18-1989,Men's Deodorants,5
8-19-1989,Face Care,10
8-20-1989,Mosquito Repellent,9
8-21-1989,Glassware,8
8-22-1989,Hair Color,17
8-23-1989,Face Masks & Safety Gears,10
8-24-1989,Plates & Bowls,38
8-25-1989,Steel Storage Containers,128
8-26-1989,Battery & Electrical,137
8-27-1989,Bathing Bars & Soaps,38
8-28-1989,Men's Deodorants,45
8-29-1989,"Aluminium Foil, Clingwrap",37
8-30-1989,Organic Vegetables,115
8-31-1989,Shampoo & Conditioner,57
09-01-1989,Frozen Indian Breads,37
09-02-1989,Face Care,54
09-03-1989,Exotic & Flavoured Tea,29
09-04-1989,Coffee & Pre-Mix,10
09-05-1989,Brooms & Dust Pans,76
09-06-1989,Face Care,51
09-07-1989,Chicken Sausages,4
09-08-1989,"Brown, Wheat & Multigrain",10
09-09-1989,Bathing Bars & Soaps,30
09-10-1989,"Potato, Onion & Tomato",48
09-11-1989,Plates & Bowls,50
09-12-1989,"Flavoured, Soya Milk",29
9-13-1989,Juices,38
9-14-1989,Eau De Parfum,36
9-15-1989,Namkeen & Savoury Snacks,38
9-16-1989,Steel Storage Containers,43
9-17-1989,Kitchen Tools & Other Accessories,43
9-18-1989,Jasmine & Sushi Rice,19
9-19-1989,Body Care,19
9-20-1989,Sugar & Jaggery,20
9-21-1989,Hand Wash & Sanitizers,106
9-22-1989,Hair & Scalp Treatment,123
9-23-1989,"Jams, Marmalade, Spreads",26
9-24-1989,Coffee & Pre-Mix,45
9-25-1989,"Sooji, Maida & Besan",31
9-26-1989,Ayurveda,93
9-27-1989,Dinner Sets,63
9-28-1989,Sports & Energy Drinks,44
9-29-1989,Disinfectant Spray & Cleaners,91
9-30-1989,Shampoo & Conditioner,22
10-01-1989,Lunch Boxes,62
10-02-1989,Tomatoes & Vegetables,43
10-03-1989,Ayurveda,10
10-04-1989,Salted Biscuits,26
10-05-1989,Tomato Ketchup & Sauces,23
10-06-1989,Face Care,22
10-07-1989,Powdered Spices,26
10-08-1989,Men & Women,27
10-09-1989,Water & Fridge Bottles,25
10-10-1989,"Sunflower, Rice Bran Oil",14
10-11-1989,Chocolates,53
10-12-1989,Other Dry Fruits,8
10-13-1989,"Hummus, Cheese, Salsa Dip",22
10-14-1989,Organic Fruits,5
10-15-1989,"Jams, Marmalade, Spreads",9
10-16-1989,Face Care,23
10-17-1989,"Papads, Ready To Fry",24
10-18-1989,"Bath Stool, Basin & Sets",69
10-19-1989,Extra Virgin Olive Oil,46
10-20-1989,Other Veg Pickle,9
10-21-1989,Bread Sticks & Lavash,27
10-22-1989,Tawa & Sauce Pan,81
10-23-1989,Shaving Care,13
10-24-1989,Syrups & Concentrates,37
10-25-1989,Chicken Sausages,39
10-26-1989,Shampoo & Conditioner,23
10-27-1989,Hair & Scalp Treatment,28
10-28-1989,Namkeen & Savoury Snacks,30
10-29-1989,Other Dry Fruits,38
10-30-1989,"Herbs, Seasonings & Rubs",5
10-31-1989,"Healthy, Baked Snacks",5
11-01-1989,Shampoo & Conditioner,11
11-02-1989,Water & Fridge Bottles,30
11-03-1989,"Glucose Powder, Tablets",18
11-04-1989,Buckets & Mugs,25
11-05-1989,Adult Diapers,44
11-06-1989,"Toffee, Candy & Lollypop",30
11-07-1989,Containers Sets,13
11-08-1989,Face Care,16
11-09-1989,Pet Meals & Treats,5
11-10-1989,Flours & Pre-Mixes,35
11-11-1989,Heat & Eat Ready Meals,46
11-12-1989,Frozen Veg Snacks,35
11-13-1989,Flours & Pre-Mixes,10
11-14-1989,Baking Tools & Brushes,54
11-15-1989,Thai & Asian Sauces,21
11-16-1989,Apples & Pomegranate,212
11-17-1989,Glassware,123
11-18-1989,Air Freshener,67
11-19-1989,Ayurveda,99
11-20-1989,Face Care,78
11-21-1989,Milk,67
11-22-1989,Sanitary Napkins,92
11-23-1989,Eau De Parfum,161
11-24-1989,"Strainer, Ladle, Spatula",37
11-25-1989,Powdered Spices,42
11-26-1989,Pastas & Spaghetti,152
11-27-1989,Gourmet Flakes,126
11-28-1989,Toilet Cleaners,137
11-29-1989,Organic Masalas & Spices,51
11-30-1989,Cheese,36
12-01-1989,Glassware,123
12-02-1989,Kadai & Fry Pans,78
12-03-1989,Disinfectant Spray & Cleaners,37
12-04-1989,Gourmet Ice Cream,27
12-05-1989,Adult Diapers,48
12-06-1989,Other Veg Pickle,22
12-07-1989,Supplements & Proteins,16
12-08-1989,Juices,21
12-09-1989,Hair Oil & Serum,36
12-10-1989,Dust Cloth & Wipes,75
12-11-1989,"Cookies, Biscotti, Wafer",26
12-12-1989,Shampoo & Conditioner,24
12-13-1989,Shampoo & Conditioner,30
12-14-1989,Women's Deodorants,70
12-15-1989,Hair Color,138
12-16-1989,"Jams, Marmalade, Spreads",34
12-17-1989,Imported Cleaners,33
12-18-1989,Powdered Spices,46
12-19-1989,Ghee & Vanaspati,67
12-20-1989,Breakfast & Snack Mixes,35
12-21-1989,Sanitary Napkins,27
12-22-1989,Steel Storage Containers,20
12-23-1989,Bathing Bars & Soaps,13
12-24-1989,Water & Fridge Bottles,65
12-25-1989,"Paneer, Tofu & Cream",69
12-26-1989,Containers Sets,22
12-27-1989,Sanitary Napkins,28
12-28-1989,Tomatoes & Vegetables,49
12-29-1989,Body Care,101
12-30-1989,"Baking, Cake Decorations",51
12-31-1989,"Pen, Pencils",58
01-01-1990,"Toffee, Candy & Lollypop",68
01-02-1990,"Marshmallow, Candy, Jelly",56
01-03-1990,Cold Drinks,82
01-04-1990,Imported Cleaners,13
01-05-1990,Breakfast & Snack Mixes,3
01-06-1990,Diapers,251
01-07-1990,Shampoo & Conditioner,286
01-08-1990,Air Freshener,70
01-09-1990,Flavoured & Greek Yogurt,92
01-10-1990,Baby Gift Sets,93
01-11-1990,Ayurveda,200
01-12-1990,Blended Masalas,53
1-13-1990,Shower Gel & Body Wash,122
1-14-1990,Cream Biscuits & Wafers,74
1-15-1990,"Herbs, Seasonings & Rubs",110
1-16-1990,Sexual Wellness,47
1-17-1990,Body Care,118
1-18-1990,Gourmet Tea & Tea Bags,135
1-19-1990,Ayurveda,52
1-20-1990,Exotic Sugar & Salt,17
1-21-1990,Diapers,36
1-22-1990,Containers Sets,20
1-23-1990,Containers Sets,117
1-24-1990,Baby Bath,117
1-25-1990,Lip Care,118
1-26-1990,Brooms & Dust Pans,35
1-27-1990,Chips & Corn Snacks,30
1-28-1990,Salad Dressings,41
1-29-1990,"Flavoured, Soya Milk",9
1-30-1990,Fresh & Frozen Pork,14
1-31-1990,Men's Deodorants,16
02-01-1990,Syrups & Concentrates,81
02-02-1990,Chilli & Soya Sauce,19
02-03-1990,Organic Masalas & Spices,57
02-04-1990,Face Care,63
02-05-1990,Men's Deodorants,35
02-06-1990,"Cups, Mugs & Tumblers",53
02-07-1990,Tools & Accessories,55
02-08-1990,Floor & Other Cleaners,46
02-09-1990,Root Vegetables,16
02-10-1990,Face Care,21
02-11-1990,Oats & Porridge,4
02-12-1990,Imported Noodles,28
2-13-1990,Wine & Rice Vinegar,33
2-14-1990,Face Care,25
2-15-1990,Juices,25
2-16-1990,Aromatherapy,16
2-17-1990,"Cups, Mugs & Tumblers",57
2-18-1990,Colours & Crayons,13
2-19-1990,Heat & Eat Ready Meals,25
2-20-1990,Cotton & Ear Buds,6
2-21-1990,Nachos & Chips,24
2-22-1990,Ayurveda,72
2-23-1990,Dust Cloth & Wipes,44
2-24-1990,Exotic Vegetables,5
2-25-1990,Juices,66
2-26-1990,Face Care,75
2-27-1990,Face Care,21
2-28-1990,Tampons & Menstrual Cups,31
03-01-1990,"Flavoured, Soya Milk",24
03-02-1990,Blended Masalas,17
03-03-1990,Dry Fruits & Berries,31
03-04-1990,Imported Noodles,16
03-05-1990,Hair Care & Styling,22
03-06-1990,Balsamic & Cider Vinegar,15
03-07-1990,Shampoo & Conditioner,15
03-08-1990,Cereal & Granola Bars,10
03-09-1990,Face & Body,139
03-10-1990,Hand Wash & Sanitizers,120
03-11-1990,Pork & Ham,72
03-12-1990,Face Care,26
3-13-1990,Moustache & Beard Care,49
3-14-1990,Choppers & Graters,32
3-15-1990,"Organic Rice, Other Rice",46
3-16-1990,Shampoo & Conditioner,56
3-17-1990,Aromatherapy,34
3-18-1990,Other Plastic Ware,73
3-19-1990,Cereals & Millets,32
3-20-1990,"Chocolate, Peanut Spread",20
3-21-1990,Ayurveda,45
3-22-1990,Muesli,15
3-23-1990,Instant Coffee,27
3-24-1990,"Cookies, Biscotti, Wafer",38
3-25-1990,Face Care,23
3-26-1990,Muffins & Cup Cakes,4
3-27-1990,Air Freshener,21
3-28-1990,Bathing Bars & Soaps,138
3-29-1990,Face Care,156
3-30-1990,Bathing Bars & Soaps,43
3-31-1990,"Unsweetened, Cold Press",37
04-01-1990,Lunch Boxes,46
04-02-1990,Tawa & Sauce Pan,143
04-03-1990,Shower Gel & Body Wash,46
04-04-1990,"Healthy, Baked Snacks",59
04-05-1990,Hair Removal,47
04-06-1990,Face & Body,55
04-07-1990,Ayurveda,14
04-08-1990,Body Scrubs & Exfoliants,10
04-09-1990,Men's Deodorants,58
04-10-1990,Lunch Boxes,56
04-11-1990,Pressure Cookers,19
04-12-1990,"Cups, Mugs & Tumblers",33
4-13-1990,Ayurveda,85
4-14-1990,Casserole,94
4-15-1990,Face Care,32
4-16-1990,"Croissants, Bagels",37
4-17-1990,Ayurveda,39
4-18-1990,Perfume,113
4-19-1990,Dry Fruits & Berries,53
4-20-1990,Roasted Seeds & Nuts,63
4-21-1990,Dry Fruits & Berries,50
4-22-1990,Granola & Cereal Bars,61
4-23-1990,Chips & Corn Snacks,61
4-24-1990,Water & Fridge Bottles,11
4-25-1990,Gourmet Tea & Tea Bags,7
4-26-1990,Green Tea,80
4-27-1990,Urad & Other Dals,129
4-28-1990,Blended Masalas,9
4-29-1990,Shampoo & Conditioner,42
4-30-1990,Organic Masalas & Spices,59
05-01-1990,Face Care,48
05-02-1990,Bathing Bars & Soaps,63
05-03-1990,"Luxury Chocolates, Gifts",47
05-04-1990,Hair Oil & Serum,31
05-05-1990,Hair Oil & Serum,28
05-06-1990,"Organic Rice, Other Rice",78
05-07-1990,Knives & Peelers,46
05-08-1990,Ayurveda,23
05-09-1990,Blended Masalas,24
05-10-1990,Tools & Accessories,51
05-11-1990,Gourmet Ice Cream,10
05-12-1990,Gift Sets,24
5-13-1990,"Kiwi, Melon, Citrus Fruit",18
5-14-1990,Face Care,6
5-15-1990,Decorations,60
5-16-1990,Eau De Parfum,31
5-17-1990,Diapers,38
5-18-1990,Urad & Other Dals,51
5-19-1990,Cereal & Granola Bars,24
5-20-1990,Cooking Pastes,50
5-21-1990,"Flavoured, Soya Milk",28
5-22-1990,"Cookies, Biscotti, Wafer",37
5-23-1990,Dry Fruits & Berries,2
5-24-1990,"Chocolate, Peanut Spread",10
5-25-1990,Exam Pads & Pencil Box,10
5-26-1990,Flavoured & Greek Yogurt,10
5-27-1990,Dry Fruits & Berries,135
5-28-1990,Raw Rice,129
5-29-1990,Containers Sets,29
5-30-1990,"Healthy, Baked Snacks",65
5-31-1990,Frozen Non-Veg Snacks,59
06-01-1990,Dinner Sets,131
06-02-1990,Ayurveda,75
06-03-1990,Face Care,54
06-04-1990,Lunch Boxes,76
06-05-1990,Soya & Mustard Oils,17
06-06-1990,Kadai & Fry Pans,9
06-07-1990,Chicken Sausages,62
06-08-1990,Lime & Mango Pickle,50
06-09-1990,Muesli,23
06-10-1990,Breakfast & Snack Mixes,23
06-11-1990,Cook And Serve,27
06-12-1990,Pressure Cookers,5
6-13-1990,Other Dry Fruits,14
6-14-1990,Supplements & Proteins,50
6-15-1990,Shoe Polish,39
6-16-1990,Organic Dry Fruits,28
6-17-1990,Mukhwas,30
6-18-1990,Ayurveda,55
6-19-1990,Glassware,65
6-20-1990,"Cups, Mugs & Tumblers",33
6-21-1990,Face Care,44
6-22-1990,Tawa & Sauce Pan,25
6-23-1990,Baby Oil & Shampoo,26
6-24-1990,Farm Eggs,47
6-25-1990,Bibs & Napkins,56
6-26-1990,Toilet Paper,26
6-27-1990,Men's Deodorants,12
6-28-1990,Women's Deodorants,17
6-29-1990,Breakfast & Snack Mixes,10
6-30-1990,Face Care,17
07-01-1990,Exotic Sugar & Salt,8
07-02-1990,Organic Dals & Pulses,18
07-03-1990,Honey & Maple Syrup,36
07-04-1990,Heat & Eat Ready Meals,56
07-05-1990,"Cups, Mugs & Tumblers",25
07-06-1990,Eau De Toilette,39
07-07-1990,Heat & Eat Ready Meals,35
07-08-1990,Whole Spices,12
07-09-1990,Frozen Veg Snacks,128
07-10-1990,"Strainer, Ladle, Spatula",79
07-11-1990,Face Care,45
07-12-1990,"Curry Paste, Coconut Milk",70
7-13-1990,Face Care,86
7-14-1990,Gourmet Tea & Tea Bags,150
7-15-1990,Roasted Seeds & Nuts,70
7-16-1990,Water & Fridge Bottles,71
7-17-1990,Plates & Bowls,82
7-18-1990,Premium Cookies,71
7-19-1990,Kids (5+Yrs),68
7-20-1990,Glassware,18
7-21-1990,Eau De Toilette,114
7-22-1990,"Laundry, Storage Baskets",63
7-23-1990,Men's Deodorants,26
7-24-1990,"Jams, Marmalade, Spreads",34
7-25-1990,Water & Fridge Bottles,36
7-26-1990,Imported Noodles,26
7-27-1990,Lunch Boxes,102
7-28-1990,Hair & Scalp Treatment,154
7-29-1990,Cheese,30
7-30-1990,Floor & Other Cleaners,11
7-31-1990,Tea Cakes & Slice Cakes,22
08-01-1990,Salts,33
08-02-1990,Diapers,64
08-03-1990,Thai & Asian Sauces,26
08-04-1990,Shampoo & Conditioner,17
08-05-1990,Roasted Seeds & Nuts,19
08-06-1990,"Notebooks, Files, Folders",62
08-07-1990,Cereal & Granola Bars,45
08-08-1990,Face & Body,44
08-09-1990,Tomato Ketchup & Sauces,57
08-10-1990,Face Care,58
08-11-1990,Basmati Rice,40
08-12-1990,"Cups, Mugs & Tumblers",53
8-13-1990,Fresh Fish,44
8-14-1990,Flours & Pre-Mixes,9
8-15-1990,"Luxury Chocolates, Gifts",15
8-16-1990,Shampoo & Conditioner,4
8-17-1990,Shaving Care,7
8-18-1990,Bathing Accessories,10
8-19-1990,Coffee & Pre-Mix,19
8-20-1990,Shower Gel & Body Wash,49
8-21-1990,Gourmet Tea & Tea Bags,51
8-22-1990,Face & Body,26
8-23-1990,Diapers,32
8-24-1990,Eau De Toilette,7
8-25-1990,"Jams, Marmalade, Spreads",9
8-26-1990,Kitchen Tools & Other Accessories,90
8-27-1990,Men's Deodorants,20
8-28-1990,Kadai & Fry Pans,47
8-29-1990,Shampoo & Conditioner,23
8-30-1990,Face Care,11
8-31-1990,"Chocolate, Peanut Spread",16
09-01-1990,Men's Deodorants,35
09-02-1990,Tea Cakes & Slice Cakes,21
09-03-1990,Tomato Ketchup & Sauces,17
09-04-1990,Lunch Boxes,13
09-05-1990,Cook And Serve,4
09-06-1990,Face Care,12
09-07-1990,"Luxury Chocolates, Gifts",30
09-08-1990,Bread Sticks & Lavash,279
09-09-1990,Face Care,249
09-10-1990,"Luxury Chocolates, Gifts",70
09-11-1990,Air Freshener,50
09-12-1990,Hand Wash & Sanitizers,88
9-13-1990,Disinfectant Spray & Cleaners,115
9-14-1990,Powdered Spices,257
9-15-1990,Battery & Electrical,187
9-16-1990,Moustache & Beard Care,128
9-17-1990,Toothbrush,150
9-18-1990,"Paneer, Tofu & Cream",70
9-19-1990,Blended Masalas,43
9-20-1990,Hand Wash & Sanitizers,134
9-21-1990,Shower Gel & Body Wash,70
9-22-1990,Men's Deodorants,45
9-23-1990,Tomatoes & Vegetables,35
9-24-1990,Breakfast & Snack Mixes,43
9-25-1990,Plates & Bowls,53
9-26-1990,Containers Sets,31
9-27-1990,Heat & Eat Ready Meals,41
9-28-1990,Crackers & Digestive,14
9-29-1990,Hair Oil & Serum,113
9-30-1990,"Luxury Chocolates, Gifts",108
10-01-1990,"Healthy, Baked Snacks",38
10-02-1990,Aromatherapy,49
10-03-1990,Insect Repellent,145
10-04-1990,Tawa & Sauce Pan,100
10-05-1990,"Organic Rice, Other Rice",61
10-06-1990,Hand Wash & Sanitizers,36
10-07-1990,"Healthy, Baked Snacks",59
10-08-1990,Shower Gel & Body Wash,45
10-09-1990,Body Care,19
10-10-1990,Flours & Pre-Mixes,53
10-11-1990,Dry Fruits & Berries,35
10-12-1990,Face Care,27
10-13-1990,Herbs & Seasoning,42
10-14-1990,Women's Deodorants,100
10-15-1990,Sexual Wellness,104
10-16-1990,"Pen, Pencils",49
10-17-1990,Men's Deodorants,36
10-18-1990,Containers Sets,54
10-19-1990,International Chocolates,109
10-20-1990,Hair Color,148
10-21-1990,Eau De Parfum,108
10-22-1990,Organic Flours,65
10-23-1990,Steel Storage Containers,142
10-24-1990,Insect Repellent,42
10-25-1990,Buckets & Mugs,26
10-26-1990,Flours & Pre-Mixes,109
10-27-1990,"Utensil Scrub-Pad, Glove",87
10-28-1990,Breakfast & Snack Mixes,18
10-29-1990,Body Care,36
10-30-1990,Ayurveda,39
10-31-1990,Ayurveda,26
11-01-1990,Mosquito Repellent,56
11-02-1990,Shampoo & Conditioner,24
11-03-1990,Bathing Bars & Soaps,42
11-04-1990,Face Care,31
11-05-1990,Cook And Serve,24
11-06-1990,"Jams, Marmalade, Spreads",24
11-07-1990,Tampons & Menstrual Cups,28
11-08-1990,"Healthy, Baked Snacks",78
11-09-1990,Ayurveda,16
11-10-1990,"Herbs, Seasonings & Rubs",34
11-11-1990,Tomatoes & Vegetables,21
